time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-25 00:00:00+00:00,21,13,7,7
2025-12-26 00:00:00+00:00,16,9,19,9
2025-12-27 00:00:00+00:00,11,7,6,5
2025-12-28 00:00:00+00:00,11,8,8,7
2025-12-29 00:00:00+00:00,19,13,12,10
2025-12-30 00:00:00+00:00,19,12,6,6
2025-12-31 00:00:00+00:00,17,12,6,6
2026-01-01 00:00:00+00:00,17,13,2,1
2026-01-02 00:00:00+00:00,13,10,10,7
2026-01-03 00:00:00+00:00,15,10,16,4
2026-01-04 00:00:00+00:00,22,14,28,13
2026-01-05 00:00:00+00:00,14,10,23,12
2026-01-06 00:00:00+00:00,22,14,21,12
2026-01-07 00:00:00+00:00,14,11,19,8
