time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-12 00:00:00+00:00,12,11,39.0,10.0
2025-09-13 00:00:00+00:00,14,13,17.0,16.0
2025-09-14 00:00:00+00:00,11,11,,
2025-09-15 00:00:00+00:00,19,17,19.0,10.0
2025-09-16 00:00:00+00:00,190,21,23.0,12.0
2025-09-17 00:00:00+00:00,285,34,31.0,13.0
2025-09-18 00:00:00+00:00,401,31,29.0,18.0
2025-09-19 00:00:00+00:00,354,31,20.0,12.0
2025-09-20 00:00:00+00:00,183,15,8.0,6.0
2025-09-21 00:00:00+00:00,12,12,9.0,6.0
2025-09-22 00:00:00+00:00,364,34,11.0,9.0
2025-09-23 00:00:00+00:00,15,15,20.0,12.0
2025-09-24 00:00:00+00:00,7,7,15.0,13.0
2025-09-25 00:00:00+00:00,14,11,21.0,8.0
