time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,73,36,12,9
2026-06-16 00:00:00+00:00,93,40,10,5
2026-06-17 00:00:00+00:00,154,61,21,11
2026-06-18 00:00:00+00:00,119,52,17,7
2026-06-19 00:00:00+00:00,283,60,8,6
2026-06-20 00:00:00+00:00,138,64,5,5
2026-06-21 00:00:00+00:00,162,58,4,4
2026-06-22 00:00:00+00:00,125,45,13,8
2026-06-23 00:00:00+00:00,71,37,10,9
2026-06-24 00:00:00+00:00,148,44,14,9
2026-06-25 00:00:00+00:00,93,47,24,15
2026-06-26 00:00:00+00:00,99,52,11,11
2026-06-27 00:00:00+00:00,83,44,65,62
2026-06-28 00:00:00+00:00,90,49,10,9
