time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-24 00:00:00+00:00,1.0,1.0,41,11
2024-09-25 00:00:00+00:00,6.0,4.0,24,12
2024-09-26 00:00:00+00:00,5.0,3.0,30,18
2024-09-27 00:00:00+00:00,74.0,1.0,14,6
2024-09-28 00:00:00+00:00,7.0,4.0,8,5
2024-09-29 00:00:00+00:00,3.0,2.0,20,10
2024-09-30 00:00:00+00:00,105.0,3.0,23,10
2024-10-01 00:00:00+00:00,,,41,15
2024-10-02 00:00:00+00:00,394.0,4.0,42,20
2024-10-03 00:00:00+00:00,,,17,6
2024-10-04 00:00:00+00:00,,,42,10
2024-10-05 00:00:00+00:00,2.0,2.0,14,8
2024-10-06 00:00:00+00:00,1.0,1.0,4,4
2024-10-07 00:00:00+00:00,4.0,4.0,19,12
